,Country1,Occupation,Birth year,lifespan
11142,United States,military personnel,1883,70
11143,Germany,politician,1877,56
11144,United States,military personnel,1883,55
11145,United States,psychiatrist,1925,88
11145,United States,psychologist,1925,88
11146,Canada,politician,1955,58
11147,Italy,artist,1923,85
11148,United States,athlete,1954,59
11149,United Kingdom,artist,1898,54
11150,United States,artist,1936,70
11151,Germany,politician,1882,63
11152,Austria,politician,1882,63
11153,Japan,comedian,1936,82
11153,Japan,television presenter,1936,82
11153,Japan,rakugoka,1936,82
11154,Netherlands Antilles,military personnel,1782,39
11155,United States,drummer,1931,87
11156,United States,engineer,1955,39
11157,United States,athlete,1944,65
11158,United States,athlete,1947,60
11159,United States,theatre manager,1934,75
11159,United States,theater director,1934,75
11160,Australia,athlete,1949,32
11161,Venezuela,politician,1937,81
11162,United States,athlete,1976,40
11163,United States,pianist,1880,68
11163,United States,music critic,1880,68
11163,United States,music pedagogue,1880,68
11164,Austria,military personnel,1898,50
11165,Israel,researcher,1940,75
11166,United Kingdom,artist,1942,68
11167,United States,researcher,1935,55
11168,Russian Federation,artist,1923,85
11169,United States,biographer,1830,56
11169,United States,novelist,1830,56
11170,Austria,serial killer,1931,72
11170,Austria,criminal,1931,72
11171,United States,spy,1922,50
11172,United States,politician,1930,43
11173,United States,artist,1932,85
11174,United States,athlete,1922,84
11175,India,artist,1931,73
11176,United Kingdom,military personnel,1790,64
11177,South Africa,athlete,1970,40
11178,United Kingdom,artist,1941,67
11179,United States,researcher,1950,65
11180,Israel,researcher,1950,65
11181,Canada,politician,1846,70
11182,Mexico,researcher,1651,44
11183,United States,military personnel,1834,65
11184,Iraq,military personnel,1942,76
11185,United Kingdom,artist,1914,77
11186,United States,entrepreneur,1929,79
11187,United Kingdom,journalist,1955,61
11188,Uganda,politician,1952,65
11189,Italy,artist,1900,97
11190,Dominican Republic,artist,1945,65
11191,United Kingdom,politician,1944,62
11192,United States,lawyer,1911,80
11193,Australia,journalist,1915,83
11194,United States,athlete,1932,74
11195,United States,artist,1894,67
11196,United States,artist,1935,81
11197,United States,artist,1937,74
11198,Greece,politician,1903,70
11199,Canada,artist,1938,57
11200,France,researcher,1933,82
11201,South Africa,athlete,1907,95
11202,Australia,athlete,1907,95
11203,United States,artist,1957,55
11204,Switzerland,curler,1951,60
11205,United Kingdom,conductor,1948,66
11205,United Kingdom,cellist,1948,66
11205,United Kingdom,musicologist,1948,66
11206,Russian Federation,conductor,1948,66
11206,Russian Federation,cellist,1948,66
11206,Russian Federation,musicologist,1948,66
11207,New Zealand,conductor,1948,66
11207,New Zealand,cellist,1948,66
11207,New Zealand,musicologist,1948,66
11208,United States,professional wrestler,1923,91
11208,United States,amateur wrestler,1923,91
11209,Japan,military personnel,1868,50
11210,United Kingdom,artist,1921,47
11211,United States,artist,1862,70
11212,Argentina,engineer,1902,41
11213,Guatemala,artist,1904,86
11214,United States,artist,1910,76
11215,United States,artist,1925,63
11216,Jamaica,politician,1887,53
11217,Australia,athlete,1933,82
11218,United Kingdom,researcher,1939,74
11219,United States,artist,1930,57
11220,Brazil,artist,1885,32
11221,Romania,researcher,1881,63
11222,France,artist,1926,92
11223,Egypt,artist,1926,92
11224,Spain,athlete,1966,38
11225,Germany,athlete,1897,80
11226,Greece,artist,1883,74
11227,France,artist,1940,79
11228,Ireland,nun,1950,40
11229,United States,military personnel,1933,70
11230,United States,artist,1941,70
11231,United States,artist,1938,64
11232,United States,artist,1892,24
11233,United States,athlete,1957,20
11234,France,businessperson,1936,72
11235,United States,engineer,1945,66
11236,Greece,athlete,1906,69
11237,Croatia,artist,1893,48
11238,Australia,businessperson,1960,45
11239,United States,artist,1901,79
11240,United States,politician,1836,89
11241,United States,politician,1929,82
11242,United States,artist,1925,85
11243,United States,artist,1915,58
11244,"Macedonia, The Former Yugoslav",military personnel,-319,80
11246,United Kingdom,teacher,1910,94
11247,United States,athlete,1936,74
11248,United States,artist,1965,49
11249,Canada,journalist,1909,81
11250,Nigeria,politician,1738,54
11251,United States,artist,1940,66
11252,Angola,artist,1933,73
11253,Germany,artist,1940,73
11254,United Kingdom,artist,1939,52
11255,United Kingdom,trade unionist,1881,55
11256,Norway,artist,1959,54
11257,Philippines,religious figure,1928,77
11258,United States,artist,1918,67
11259,United States,artist,1920,90
11260,Sweden,artist,1927,80
11261,United Kingdom,engineer,1771,62
11262,United States,artist,1921,88
11263,France,watercolourist,1812,38
11264,Venezuela,politician,1968,42
11265,Nigeria,artist,1942,71
11266,Romania,religious figure,1911,42
11267,Australia,politician,1933,73
11268,India,athlete,1939,60
11269,Austria,politician,1921,93
11270,Austria,alpine skier,1963,37
11271,France,artist,1904,90
11272,Belgium,criminal,1967,38
11273,France,researcher,1801,31
11274,United States,record producer,1942,71
11274,United States,guitarist,1942,71
11274,United States,mandolinist,1942,71
11275,Saudi Arabia,artist,1935,51
11276,United Kingdom,artist,1936,37
11277,Turkey,artist,1931,73
11278,United Kingdom,businessperson,1936,68
11279,Belgium,researcher,1935,79
11280,Jamaica,athlete,1974,41
11281,Australia,artist,1960,50
11282,United Kingdom,artist,1950,68
11283,Spain,artist,1866,66
11284,Argentina,politician,1919,69
11285,France,fencer,1934,80
11286,United States,artist,1904,77
11287,United States,artist,1946,63
11288,United States,artist,1894,77
11289,Japan,mangaka,1969,41
11290,United States,artist,1952,41
11291,United States,athlete,1964,48
11292,Italy,entrepreneur,1882,65
11293,United States,teacher,1940,29
11294,Argentina,criminal,1930,57
11295,United States,athlete,1939,66
11296,Brazil,artist,1927,56
11297,United States,artist,1930,76
11298,New Zealand,athlete,1926,26
11299,United States,ballet dancer,1929,71
11300,France,ballet dancer,1929,71
11301,United States,artist,1902,72
11302,Brazil,athlete,1923,78
11303,Australia,politician,1969,49
11304,Germany,artist,1922,23
11305,United States,physician,1956,52
11306,United States,military personnel,1901,64
11307,United States,artist,1965,52
11308,Sweden,artist,1972,33
11309,Germany,entrepreneur,1875,76
11310,Austria,entrepreneur,1875,76
11311,China,politician,-8,31
11312,Canada,artist,1952,56
11313,United States,artist,1964,46
11314,United States,artist,1973,45
11315,Austria,aristocrat,1849,18
11316,United States,athlete,1946,24
11317,France,artist,1626,70
11318,United States,artist,1917,92
11319,United States,artist,1920,77
11320,United States,artist,1927,80
11321,United States,artist,1928,81
11322,Brazil,artist,1922,72
11323,United States,athlete,1949,69
11324,United States,artist,1916,60
11325,United States,artist,1898,70
11326,France,police officer,1862,53
11327,Poland,religious figure,1957,53
11328,Puerto Rico,artist,1928,62
11329,United Kingdom,artist,1937,78
11330,United States,military personnel,1904,46
11331,United Kingdom,pianist,1898,30
11332,France,artist,1922,87
11333,United Kingdom,researcher,1883,84
11334,United States,politician,1884,64
11335,Germany,merchant,1834,52
11335,Germany,explorer,1834,52
11336,United States,artist,1950,64
11337,France,artist,1950,64
11338,United States,artist,1947,65
11339,Australia,politician,1940,75
11340,United States,athlete,1876,32
11341,Japan,politician,1939,77
11342,United States,judge,1940,65
11343,United States,biographer,1958,43
11343,United States,novelist,1958,43
11344,France,businessperson,1923,93
11345,Austria,athlete,1947,62
11346,Spain,artist,1944,69
11347,France,conductor,1928,69
11347,France,musicologist,1928,69
11348,United States,athlete,1871,54
11349,United States,bobsledder,1925,58
11350,Germany,journalist,1906,40
11351,United States,artist,1890,72
11352,France,researcher,1926,40
11353,United States,engineer,1926,58
11354,United Kingdom,translator,1769,54
11355,United Kingdom,athlete,1951,49
11356,United Kingdom,artist,1914,80
11357,United States,artist,1889,49
11358,United States,stockbroker,1835,37
11359,United States,artist,1913,68
11360,United Kingdom,artist,1943,71
11361,France,artist,1929,75
11362,United States,politician,1833,63
11363,Chile,lawyer,1787,44
11364,Uganda,politician,1957,33
11365,Rwanda,politician,1957,33
11366,United States,artist,1928,51
11367,United States,artist,1884,50
11368,United States,artist,1923,28
11369,Germany,magician,1730,44
11370,Norway,researcher,1956,60
11371,United Kingdom,teacher,1939,70
11372,United States,artist,1946,70
11373,Italy,artist,1919,73
11374,United States,artist,1922,63
11375,Spain,businessperson,1944,32
11376,France,flight nurse,1924,33
11377,Japan,artist,1933,81
11378,United States,artist,1896,87
11379,Canada,artist,1896,87
11380,United States,artist,1950,51
11381,Spain,artist,1866,52
11382,Sweden,artist,1910,58
11383,United States,judge,1760,66
11384,Czech Republic,artist,1924,44
11385,United States,military personnel,1825,41
11386,United States,researcher,1925,82
11387,United States,artist,1916,56
11388,United Kingdom,artist,1934,71
11389,United States,politician,1924,81
11390,France,artist,1727,32
11391,United States,artist,1938,79
11392,United States,athlete,1941,66
11393,Turkey,artist,1925,80
11394,United States,artist,1922,82
11395,Japan,businessperson,1906,79
11396,Egypt,artist,1931,84
11397,United States,engineer,1938,70
11398,United Kingdom,artist,1942,27
11399,Germany,researcher,1967,41
11400,Honduras,athlete,1982,37
11401,United States,athlete,1941,73
11402,United States,artist,1955,63
11403,United States,architect,1911,57
11404,Germany,artist,1903,75
11405,United States,artist,1904,59
11406,Australia,artist,1904,59
11407,Germany,author,1908,33
11408,Germany,presbyter,1819,48
11409,Israel,artist,1941,75
11410,Peru,artist,1940,69
11411,United States,athlete,1909,73
11412,United States,artist,1938,46
11413,United States,artist,1916,79
11414,United States,athlete,1884,59
11415,France,researcher,1870,67
11416,Mexico,artist,1971,43
11417,United States,musher,1954,52
11418,United States,artist,1903,73
11419,United Kingdom,explorer,1787,46
11420,France,journalist,1957,57
11421,Mali,athlete,1977,35
11422,France,athlete,1977,35
11423,United Kingdom,record producer,1921,89
11423,United Kingdom,bandleader,1921,89
11423,United Kingdom,talent manager,1921,89
11423,United Kingdom,talent agent,1921,89
11424,United States,record producer,1923,73
11425,Brazil,artist,1979,26
11426,Australia,artist,1867,55
11427,Togo,politician,1913,56
11428,France,politician,1913,56
11429,United States,graphic designer,1912,85
11430,Libyan Arab Jamahiriya,artist,1942,69
11431,Saudi Arabia,politician,1924,91
11432,Uganda,physician,1957,43
11433,United States,artist,1952,67
11434,United States,artist,1924,77
11435,United States,artist,1939,72
11436,Sweden,ski mountaineer,1975,35
11437,Chile,artist,1914,93
11438,Spain,artist,1927,76
11439,United States,athlete,1944,63
11440,United States,politician,1915,44
11441,United States,businessperson,1951,66
11442,France,artist,1850,58
11443,China,politician,1898,68
11444,Philippines,comedian,1955,55
11445,Canada,politician,1948,63
11446,Germany,artist,1934,69
11447,France,artist,1846,40
11448,United States,artist,1954,49
11449,Japan,artist,1911,44
11450,United States,artist,1960,53
11451,"Iran, Islamic Republic of",politician,1922,85
11452,United States,artist,1921,69
11453,United States,journalist,1914,76
11454,United States,researcher,1901,82
11455,Jamaica,artist,1949,50
11456,United States,artist,1945,39
11457,Venezuela,artist,1979,36
11458,Germany,entrepreneur,1881,54
11459,Uganda,hairdresser,1955,60
11459,Uganda,model,1955,60
11460,Brazil,artist,1932,54
11461,France,artist,1791,33
11462,Colombia,politician,1962,41
11463,United States,artist,1955,51
11464,Costa Rica,politician,1783,61
11465,"Congo, The Democratic Republic of the",researcher,1706,43
11466,Australia,artist,1921,79
11467,United Kingdom,politician,1887,82
11468,China,entrepreneur,1966,40
11469,Germany,artist,1903,67
11470,France,esperantist,1879,68
11470,France,lexicographer,1879,68
11471,Poland,researcher,1900,67
11472,Japan,researcher,1930,72
11473,France,researcher,1748,46
11474,United States,artist,1969,38
11475,Japan,artist,1886,79
11476,China,politician,374,52
11477,United States,businessperson,1882,46
11478,United States,televangelist,1918,91
11479,France,politician,1925,68
11480,United States,artist,1926,76
